id,name,sponsor,event,venue,place,city_state,physical_description,occasion,notes,call_number,keywords,language,date,location,location_type,currency,currency_symbol,status,page_count,dish_count,date_orig,decade
14132,Unknown Menu,VAN LIEW'S RESTAURANT,LUNCH,COMMERCIAL,"779 BROADWAY, NEW YORK, NY","NEW YORK, NY",FOLDER; 6 X 10;,,PRICED MENU;,1906-1023,,,1906-12-28,Van Liew's Restaurant,,Dollars,$,complete,3,59,1906-12-28,1900
14134,Unknown Menu,JOHN WANAMAKER,DAILY MENU,COMMERCIAL,"BROADWAY AND 10TH STREET, NEW YORK, NY","NEW YORK, NY",FOLDER; ILLUS; COL; 6 X 10.75;,,PRICED MENU; ILLUSTRATION OF LOBSTERS;,1906-1025,,,1906-12-29,John Wanamaker,,Dollars,$,complete,4,264,1906-12-29,1900
14146,Unknown Menu,CLAREMONT HOTEL,DAILY MENU,COMMERCIAL,"RIVERSIDE DRIVE, NY","NEW YORK, NY",FOLDER; ILLUS; COL; 7 X 11;,,HISTORY OF HOTEL FROM 1776; COMPLETE WINE LIST; OPENS UP TO A FULL PAGE ILLUSTRATION OF HUDSON RIVER;,1901-2147,,,1901-08-13,Claremont Hotel,,Dollars,$,complete,4,271,1901-08-13,1900
14155,Unknown Menu,M.F.LYONS,LUNCH AND DINNER,COMMERCIAL,"259 BOWERY, NEW YORK","NEW YORK, NY",FOLDER; 7 X 11;,,PRICED WINE LIST AND MENU;,1906-1032,,,1906-12-31,M.F.Lyons,,Dollars,$,complete,4,351,1906-12-31,1900
14156,Unknown Menu,M.F.LYONS,SUPPER  AND BREAKFAST,COMMERCIAL,"259 BOWERY, NEW YORK","NEW YORK, NY",FOLDER; 7 X 11;,,PRICED WINE LIST AND MENU; PLACE NOTED BY FEB;,1906-1033,,,1906-12-31,M.F.Lyons,,Dollars,$,complete,4,387,1906-12-31,1900
14157,Unknown Menu,BRISTOL'S DINING ROOMS,SPECIALS OF DAY,COMMERCIAL,"161 BOWERY, NEW YORK","NEW YORK, NY",BROADSIDE; 6 X 11;,,PLACE NOTED BY FEB;,1906-1034,,,1906-12-31,Bristol's Dining Rooms,,Dollars,$,complete,2,89,1906-12-31,1900
14163,Unknown Menu,HAIM'S QUICK LUNCH RESTAURANT,DAILY MENU,COMMERCIAL,"358 BOWERY, NEW YORK CITY","NEW YORK, NY",BROADSHEET; 5.5X9.25;,,DATE NOTED BY FEB;,1906-1041,,,1906-12-31,Haim's Quick Lunch Restaurant,,Dollars,$,complete,2,53,1906-12-31,1900
14171,Unknown Menu,COLUMBIA RESTAURANT,LUNCH & DINNER,COM,48 . 14 ST. NY,"NEW YORK, NY",FOLDER; ILLUS; 7 X 11.25;,DAILY,ALL PRICES INCLUDED; WINE LIST ON BACK;,1901-1856,,,1901-07-04,Columbia Restaurant,,Dollars,$,complete,4,502,1901-07-04,1900
14211,Unknown Menu,RALEIGH HOTEL & RESTAURANT,DAILY MENU,COM,"663 BROADWAY,NY","NEW YORK, NY",BROADSIDE; 6.5 X 11;,DAILY,ALL PRICES LISTED;,1901-1976,,,1901-07-21,Raleigh Hotel & Restaurant,,Dollars,$,complete,2,71,1901-07-21,1900
14240,Unknown Menu,MARGARET LOUISA HOME OF THE YOUNG WOMEN'S CHRISTIAN ASSOCIATION,LUNCH,SOC;,"16 EAST 16TH STREET, [NEW YORK]","NEW YORK, NY",CARD; 4 X 4.5;,,"OPEN TO WOMEN ONLY, CHILDREN NOT ADMITTD;",1905-1011,,,1905-12-20,Margaret Louisa Home Of The Young Women's Christian Association,,Dollars,$,complete,2,12,1905-12-20,1900
14247,Unknown Menu,SIEGEL-COOPER CO.,LUNCHEON,COMMERCIAL,"SIXTH AVE AND 18TH & 19TH STS., NY","NEW YORK, NY",BROADSHEET; COL; 7X11;,DAILY;,LIST OF SUMMER DRINKS ON BACK INCLUDING RASPBERRY VINEGAR.,1901-2182,,,1901-08-20,Siegel Cooper Co.,,Dollars,$,complete,2,117,1901-08-20,1900
14274,Unknown Menu,MILLS HOTEL RESTAURANT,DINNER,COM,"BLEECKER,THOMPSON & SULLIVAN STREETS,NY","NEW YORK, NY",BROADSIDE; PHOTOGRAPH;4.5 X 9.5;,,,1901-2337,,,1901-09-14,Mills Hotel Restaurant,,,,complete,2,23,1901-09-14,1900
14333,Unknown Menu,PARK AVENUE HOTEL,"DAILY MENU, DINNER",COMMERCIAL,"NEW YORK, NY","NEW YORK, NY",BROADSIDE; 4X7.5;,,"PRICED WINE LIST; FEB NOTED ""FROM MR. LEWIS C. TWOMBLEY"";",1905-1053,,,1905-12-31,Park Avenue Hotel,,Dollars,$,complete,2,27,1905-12-31,1900
14368,Unknown Menu,NEW YORK STATE MEDICAL ASSOCIATION,ANNUAL BANQUET,PROF;,"MURRAY HILL HOTEL, NEW YORK, NY","NEW YORK, NY",FOLDER; 3.75 X 7;,ANNIVERSARY;,ILLEGIBLE NOTATION ALONGSIDE MENU; SPEAKERS 0NE OF WHOM DISCUSSED THE NEED FOR LEGISLATION FOR THE RELIEF OF THOSE AFFLICTED WITH THE DRUG HABIT;,1901-2592,,,1901-10-23,New York State Medical Association,,,,complete,4,19,1901-10-23,1900
14423,Unknown Menu,SPHINX CLUB,DINNER,SOC;,WALDOF ASTORIA,"NEW YORK, NY",FOLDER; ILLUS; COL; 5.5 X 8.5;,ANNIVERSARY(?);,MARTINIS AND CHAMPAGNE;,1907-1034,,,1907-10-04,Sphinx Club,,,,complete,4,24,1907-10-04,1900
14432,Unknown Menu,THE ECONOMIC CLUB OF NEW YORK,SECOND DINNER,SOC;,"HOTEL ASTOR, NEW YORK","NEW YORK, NY",BOOKLET; ILLUS; 5 X 8.25;,ANNIVERSARY;,CHAMPAGNE A LA CARTE; MENU IN FRENCH; DISCUSSIUON SUBJECT;,1907-1062,,,1907-12-12,The Economic Club Of New York,,,,complete,6,14,1907-12-12,1900
14453,Unknown Menu,THE LOTUS CLUB,"DINNER TO MR. WILLIAM T. EVANS, BY SOME OF HIS FRIENDS TO COMMEMORATE HIS GIFT OF AMERICAN PAINTINGS TO THE NATION",SOC;,NEW YORK CITY,"NEW YORK, NY",CARD; 4.5X6.5;,COMPLIMENTARY/TESTIMONIAL,WINES LISTED; MENU IN FRENCH;,1907-1087,,,1907-12-18,The Lotus Club,,,,complete,2,13,1907-12-18,1900
14459,Unknown Menu,THE IDEALA CLUB,DINNER,SOC;,WALDORF-ASTORIA,"NEW YORK, NY",CARD; 3.5 X 4.75;,OTHER (SOC?);,MENU IN FRENCH;,1907-1098,,,1907-12-23,The Ideala Club,,,,complete,2,14,1907-12-23,1900
14471,Unknown Menu,B.C.T.,23RD ANNUAL DINNER,SOC;,"WALDOF-ASTORIA, [NEW YORK]","NEW YORK, NY",FOLDER; COL; ILLUS; 7 X 10;,ANNIVERSARY;,WINES WITH EACH COURSE; GRAY AND PURPLE STOCK; ORNAMENTAL BORDERS;,1907-1120,,,1907-12-30,B.C.T.,,,,complete,4,22,1907-12-30,1900
16512,Unknown Menu,MARIE ANTOINETTE HOTEL,DINNER,COMMERCIAL,"NEW YORK, NY","NEW YORK, NY",BROADSIDE; ILLUS; COL; 6.5X9.75;,OTHER (DAILY);,A LA CARTE MENU; HOTEL SEAL AT TOP OF  MENU;,1900-2134,,,1900-02-25,Marie Antoinette Hotel,,Dollars,$,complete,2,123,1900-02-25,1900
16515,Unknown Menu,MARIE ANTOINETTE HOTEL,LUNCHEON,COMMERCIAL,"NEW YORK, NY","NEW YORK, NY",BROADSIDE; ILLUS; COL; 4.75X7.5;,OTHER (DAILY);,"A LA CARTE, PRICED MENU; HOTEL SEAL AT TOP;",1900-2143,,,1900-02-26,Marie Antoinette Hotel,,Dollars,$,complete,2,81,1900-02-26,1900
16618,Unknown Menu,WALDORF-ASTORIA,DINNER,COMMERCIAL,NYC,"NEW YORK, NY",BROADSIDE;ILLUS;5X8.5;,,ALL ITEMS PRICED INDIVDUALY;,1907-1129,,,1907-12-31,Waldorf Astoria,,Dollars,$,complete,2,119,1907-12-31,1900
16657,Unknown Menu,MARIE ANTOINETTE HOTEL,DINNER,COMMERCIAL,"NEW YORK, NY","NEW YORK, NY",BROADSIDE; ILLUS; COL; 6.5X8.75;,OTHER (DAILY);,A LA CARTE PRICED MENU; HOTEL SEAL AT TOP;,1900-2153,,,1900-02-26,Marie Antoinette Hotel,,Dollars,$,complete,2,123,1900-02-26,1900
16706,Unknown Menu,NATIONAL HORSE SHOW ASSOCIATION OF AMERICA,COMPLIMENTARY LUNCHEON,OTHER (SPECIAL INTEREST GROUP);,"MADISON SQUARE GARDEN, NEW YORK, NY","NEW YORK, NY",FOLDER; ILLUS; COL; 3.25X5.5;,COMPLIMENTARY/TESTIMONIAL,ASSOCIATION SEAL ON COVER;,1901-2663,,,1901-11-17,National Horse Show Association Of America,,,,complete,4,13,1901-11-17,1900
16737,Unknown Menu,MARIE ANTOINETTE HOTEL,DINNER,COMMERCIAL,"NEW YORK, NY","NEW YORK, NY",BROADSIDE; ILLUS; COL; 6.5X8.75;,,A LA CARTE PRICED DINNER MENU; HOTEL SEAL AT TOP OF MENU;,1900-2027,,,1900-02-22,Marie Antoinette Hotel,,Dollars,$,complete,2,123,1900-02-22,1900
16811,Unknown Menu,HOTEL KNICKERBOCKER,"DAILY MENU, SUPPER",COMMERCIAL,"NEW YORK, NY","NEW YORK, NY",CARD; ILLUS; COL; 7.75X12;,,DATE NOTED BY FEB;,1906-1013,,,1906-12-25,Hotel Knickerbocker,,Dollars,$,complete,2,92,1906-12-25,1900
16813,Unknown Menu,HOTEL ST. REGIS,"DAILY MENU, DINNER",COMMERCIAL,NEW YORK CITY,"NEW YORK, NY",CARD; 5X8;,,MENU IN BOTH FRENCH AND ENGLISH;,1906-1047,,,1906-12-31,Hotel St. Regis,,Dollars,$,complete,2,182,1906-12-31,1900
16849,Unknown Menu,MARIE ANTOINETTE HOTEL,DINNER MENU,COMMERCIAL,"NEW YORK, NY","NEW YORK, NY",BROADSIDE; ILLUS; COL; 6.5X8.75;,,PRICED MENU; HOTEL SEAL AT TOP OF MENU;,1900-1023,,,1900-02-12,Marie Antoinette Hotel,,Dollars,$,complete,2,124,1900-02-12,1900
16912,Unknown Menu,CENTRAL RESTAURANT,DINNER,COMMERCIAL,"143 LIBERTY STREET, NY","NEW YORK, NY",CARD; 4.5 X 5.75;,,TABLE D'HOTE DINNER; WINE INCLUDED; PRICED AT 75 CENTS WHEN SERVED FROM 5 TO 8 P.M.; ADDITIONAL PRICED WINE LIST ON BACK;,1900-3376,,,1900-05-23,Central Restaurant,,Dollars,$,complete,2,89,1900-05-23,1900
16998,Unknown Menu,SONS OF THE REVOLUTION,WASHINGTON'S BIRTHDAY,PATR;,"DELMONICO'S, NEW YORK, NY","NEW YORK, NY",BOOKLET; ILLUS; COL; 5.75X7.5;,PATRIOTIC HOLIDAY;,"TOASTS; BEAUTIFULLY ENGRAVED PORTRAIT OF WASHINGTON, ALSO ENGRAVED SKETCHES OF MOUNT VERNON, ANCESTRAL HOME IN ENGLAND, MANOR HOUSE IN SULGRAVE AND CHURCHES IN SULGRAVE; SEAL ON COVER; SILK CORD ATTACHMENT;",1900-2039,,,1900-02-22,Sons Of The Revolution,,,,complete,16,20,1900-02-22,1900
17000,Unknown Menu,MARIE ANTOINETTE HOTEL,LUNCHEON,COMMERCIAL,"NEW YORK, NY","NEW YORK, NY",BROADSIDE; ILLUS; COL; 4.75X7.5;,,A LA CARTE PRICED MENU; GOLD SEAL AT TOP OF MENU;,1900-2051,,,1900-02-22,Marie Antoinette Hotel,,Dollars,$,complete,2,82,1900-02-22,1900
17006,Unknown Menu,HOTEL MARIE ANTOINETTE,DINNER,COMMERCIAL,"66TH ST AND BROADWAY,NEW YORK,NY","NEW YORK, NY",CARD;ILL;COL;6.5X8.75;,DAILY;,,1900-2110,,,1900-02-24,Hotel Marie Antoinette,,Dollars,$,complete,2,122,1900-02-24,1900
17008,Unknown Menu,HOTEL MARIE ANTOINETTE,LUNCHEON,COMMERCIAL,"66TH ST AND BROADWAY,NEW YORK,NY","NEW YORK, NY",CARD;ILL;COL;4.5X7.5;,DAILY;,,1900-2115,,,1900-02-25,Hotel Marie Antoinette,,Dollars,$,complete,2,83,1900-02-25,1900
17018,Unknown Menu,MILLS HOTEL RESTAURANT,BILL OF FARE,COMMERCIAL,"NEW YORK, NY","NEW YORK, NY",BROADSHEET; 3.5X6;,,"""REGULAR BREAKFAST, 15C; REGULAR DINNER, 15C; 2L MEAL TICKETS FOR $3.00;""",1900-2573,,,1900-03-25,Mills Hotel Restaurant,,,,complete,2,51,1900-03-25,1900
17024,Unknown Menu,MILLS HOTEL,DAILY MENU,COMMERCIAL,"BLEECKER STREET, NEW YORK","NEW YORK, NY",BROADSHEET; 3.75 X 6;,,COMMUTATION TICKETS; TABLES RESERVED FOR LADIES;,1900-2585,,,1900-03-23,Mills Hotel,,Dollars,$,complete,2,56,1900-03-23,1900
17025,Unknown Menu,MILLS HOTEL,DAILY MENU,COMMERCIAL,"BLEECKER STREET, NEW YORK","NEW YORK, NY",BROADSHEET; 3.75 X 6;,,COMMUTATION TICKETS; TABLES RESERVED FOR LADIES;,1900-2586,,,1900-03-26,Mills Hotel,,Dollars,$,complete,2,55,1900-03-26,1900
17026,Unknown Menu,MILLS HOTEL,DAILY MENU,COMMERCIAL,"BLEECKER STREET, NEW YORK","NEW YORK, NY",BROADSHEET; 3.75 X 6;,,COMMUTATION TICKETS; TABLES RESERVED FOR LADIES;,1900-2587,,,1900-03-28,Mills Hotel,,,,complete,2,60,1900-03-28,1900
17027,Unknown Menu,MILLS HOTEL,DAILY MENU,COMMERCIAL,"BLEECKER STREET, NEW YORK","NEW YORK, NY",BROADSHEET; 3.75 X 6;,,COMMUTATION TICKETS; TABLES RESERVED FOR LADIES;,1900-2588,,,1900-03-27,Mills Hotel,,,,complete,2,56,1900-03-27,1900
17048,Unknown Menu,HOTEL MANHATTAN,DINNER,COMMERCIAL,"NEW YORK, NY","NEW YORK, NY",CARD; 4.5 X 7.5;,,ILLUSRATION OF THE SEAL OF NEW YORK CITY(?);,1900-1127,,,1900-02-17,Hotel Manhattan,,,,complete,2,15,1900-02-17,1900
19715,Unknown Menu,HOTEL MARIE ANTOINETTE,LUNCHEON,COMMERCIAL,66TH STREET AND BROADWAY [NY],"NEW YORK, NY",CARD;4.75 X 7.5;,,PRICED MENU;,1900-2193,,,1900-02-27,Hotel Marie Antoinette,,Dollars,$,complete,2,81,1900-02-27,1900
19716,Unknown Menu,HOTEL MARIE ANTOINETTE,LUNCHEON,COMMERCIAL,66TH STREET AND BROADWAY [NY],"NEW YORK, NY",CARD;4.75 X 7.5;,,PRICED MENU;,1900-2194,,,1900-02-28,Hotel Marie Antoinette,,Dollars,$,complete,2,80,1900-02-28,1900
19717,Unknown Menu,HOTEL MARIE ANTOINETTE,DINNER,COMMERCIAL,66TH STREET AND BROADWAY [NY],"NEW YORK, NY",CARD; 6.5 X 8.75;,,PRICED MENU;,1900-2195,,,1900-02-27,Hotel Marie Antoinette,,Dollars,$,complete,2,123,1900-02-27,1900
19718,Unknown Menu,HOTEL MARIE ANTOINETTE,DINNER,COMMERCIAL,66TH STREET AND BROADWAY [NY],"NEW YORK, NY",CARD; 6.5 X 8.75;,,PRICED MENU;,1900-2196,,,1900-02-28,Hotel Marie Antoinette,,Dollars,$,complete,2,123,1900-02-28,1900
19719,Unknown Menu,HOTEL MARIE ANTOINETTE,LUNCHEON,COMMERCIAL,"66TH ST AND BROADWAY,NEW YORK,NY","NEW YORK, NY",CARD;ILL;COL;4.75X7.5;,DAILY;,,1900-2222,,,1900-03-01,Hotel Marie Antoinette,,Dollars,$,complete,2,82,1900-03-01,1900
19720,Unknown Menu,HOTEL MARIE ANTOINETTE,DINNER,COMMERCIAL,"66TH ST AND BROADWAY,NEW YORK,NY","NEW YORK, NY",CARD;ILL;COL;6.5X8.75;,DAILY;,,1900-2223,,,1900-03-01,Hotel Marie Antoinette,,Dollars,$,complete,2,124,1900-03-01,1900
19722,Unknown Menu,HOTEL MARIE ANTOINETTE,DINNER,COMMERCIAL,"66TH ST AND BROADWAY,NEW YORK,NY","NEW YORK, NY",CARD;ILL;COL;6.5X8.75;,DAILY;,,1900-2227,,,1900-03-02,Hotel Marie Antoinette,,Dollars,$,complete,2,123,1900-03-02,1900
19729,Unknown Menu,PARK AVENUE HOTEL,LUNCHEON,COMMERCIAL,"NEW YORK,NY","NEW YORK, NY",CARD;ILL;COL;4.5X7;,DAILY;,COAT OF ARMS;,1900-2238,,,1900-03-02,Park Avenue Hotel,,,,complete,2,47,1900-03-02,1900
20009,Unknown Menu,CENTRAL RESTAURANT,DINNER,COMMERCIAL,"143 LIBERTY STREET, NY","NEW YORK, NY",CARD; 4.5 X 5.75;,,TABLE D'HOTE DINNER; PRICED AT 50 CENTS WHEN SERVED FROM 11 A.M TO 3 P.M.; ADDITIONAL PRICED WINE LIST ON BACK;,1900-3377,,,1900-05-23,Central Restaurant,,,,complete,2,85,1900-05-23,1900
20228,Unknown Menu,FIFTH AVENUE HOTEL,MENU,COMMERCIAL,"NEW YORK, NY","NEW YORK, NY",FOLDER; ILLUS; 6.5X9.25;,,"A LA CARTE MENU; ILLUSTRATION OF HOTEL ON FRONT COVER, HISTORY OF HOTEL ON BACK COVER;",1901-1153,,,1901-05-06,Fifth Avenue Hotel,,Dollars,$,complete,4,355,1901-05-06,1900
20229,Unknown Menu,FIFTH AVENUE HOTEL,LUNCHEON,COMMERCIAL,"NEW YORK, NY","NEW YORK, NY",CARD; 4X6.75;,,"TABLE D'HOTE MENU; [ON BACK OF MENU, ""RESTAURANT 24 ST. SIDE"" ENTERED BY FEB];",1901-1155,,,1901-05-06,Fifth Avenue Hotel,,Dollars,$,complete,2,44,1901-05-06,1900
20262,Unknown Menu,PARK AVENUE HOTEL,LUNCHEON,COMMERCIAL,"NEW YORK, NY","NEW YORK, NY",BROADSIDE; ILLUS; COL; 5X7.25;,,PRICED MENU; HOTEL SEAL AT TOP OF MENU; 2 COPIES;,1900-2249,,,1900-03-03,Park Avenue Hotel,,Dollars,$,complete,2,79,1900-03-03,1900
20263,Unknown Menu,PARK AVENUE HOTEL,BREAKFAST,COMMERCIAL,"NEW YORK, NY","NEW YORK, NY",BROADSIDE; ILLUS; COL; 5X7.25;,,TABLE D'HOTE MENU; HOTEL SEAL AT TOP OF MENU;,1900-2250,,,1900-03-03,Park Avenue Hotel,,,,complete,2,109,1900-03-03,1900
20265,Unknown Menu,PARK AVENUE HOTEL,LUNCHEON,COMMERCIAL,"NEW YORK, NY","NEW YORK, NY",BROADSIDE; ILLUS; COL; 5X7.25;,,A LA CARTE MENU; HOTEL SEAL AT TOP;,1900-2255,,,1900-03-03,Park Avenue Hotel,,Dollars,$,complete,2,80,1900-03-03,1900
20271,Unknown Menu,MARIE ANTOINETTE HOTEL,LUNCHEON,COMMERCIAL,"NEW YORK, NY","NEW YORK, NY",BROADSIDE; ILLUS; COL; 4.75X7.5;,,A LA CARTE MENU; HOTEL SEAL AT TOP OF MENU;,1900-2266,,,1900-03-03,Marie Antoinette Hotel,,Dollars,$,complete,2,81,1900-03-03,1900
20272,Unknown Menu,MARIE ANTOINETTE HOTEL,DINNER,COMMERCIAL,"NEW YORK, NY","NEW YORK, NY",BROADSIDE; ILLUS; COL; 6.5X8.75;,,A LA CARTE MENU; HOTEL SEAL AT TOP OF MENU;,1900-2267,,,1900-03-03,Marie Antoinette Hotel,,Dollars,$,complete,2,122,1900-03-03,1900
20278,Unknown Menu,HOTEL SAVOY,DINNER,COMMERCIAL,"FIFTH AVENUE AND 59TH STREET, NEW YORK, NY","NEW YORK, NY",CARD; 6.25 X 9.25;,,LOGO; AMERICAN PLAN MENU; NOTE ABOUT PURITY OF WATER;,1900-2442,,,1900-03-14,Hotel Savoy,,,,complete,2,61,1900-03-14,1900
20279,Unknown Menu,HOTEL SAVOY,LUNCHEON,COMMERCIAL,"FIFTH AVENUE AND 59TH STREET, NEW YORK, NY","NEW YORK, NY",CARD; 6.25 X 9.25;,,PRICED MENU; LOGO; NOTE ABOUT PURITY OF WATER;,1900-2443,,,1900-03-14,Hotel Savoy,,Dollars,$,complete,2,126,1900-03-14,1900
20280,Unknown Menu,HOTEL SAVOY,LUNCHEON,COMMERCIAL,"FIFTH AVENUE AND 59TH STREET, NEW YORK, NY","NEW YORK, NY",CARD; 6.25 X 9.25;,,AMERICAN PLAN MENU; LOGO; NOTE ABOUT PURITY OF WATER;,1900-2444,,,1900-03-14,Hotel Savoy,,,,complete,2,56,1900-03-14,1900
20281,Unknown Menu,HOTEL SAVOY,DINNER,COMMERCIAL,"FIFTH AVENUE AND 59TH STREET, NEW YORK, NY","NEW YORK, NY",CARD; 6.25 X 9.25;,,LOGO; PRICED MENU; NOTE ABOUT PURITY OF WATER;,1900-2446,,,1900-03-14,Hotel Savoy,,Dollars,$,complete,2,157,1900-03-14,1900
20349,Unknown Menu,NATIONAL HORSE SHOW ASSOCIATION OF AMERICA,COMPLIMENTARY LUNCHEON,SOC;,"MADISON SQUARE GARDEN, NEW YORK, NY","NEW YORK, NY",BOOKLET; ILLUS; COL; 3.5X5.75;,,ASSOCIATION SEAL AT TOP OF MENU;,1900-4885,,,1900-11-18,National Horse Show Association Of America,,,,complete,4,15,1900-11-18,1900
20507,Unknown Menu,FIFTH AVENUE HOTEL,SUPPER,COMMERCIAL,"NEW YORK, NY","NEW YORK, NY",CARD; 4X6.75;,,"TABLE D'HOTE MENU; [ON BACK OF MENU, ""RESTAURANT 24 ST. SIDE"" ENTERED BY FEB];",1901-1156,,,1901-05-06,Fifth Avenue Hotel,,,,complete,2,42,1901-05-06,1900
20570,Unknown Menu,HOTEL SAVOY,BREAKFAST,COMMERCIAL,FIFTH AVENUE & FIFTY-NINTH STREET;,"NEW YORK, NY",CARD; COL; 6.25X9.5;,,DATE HAND-WRITTEN [BY FEB?]; UNPRICED MENU PRINTED IN GREEN; CREST WITH EAGLE;,1900-3094,,,1900-05-04,Hotel Savoy,,,,complete,2,98,1900-05-04,1900
20713,Unknown Menu,BROADWAY CENTRAL HOTEL,LUNCHEON,COMMERCIAL,"NEW YORK, [NY]","NEW YORK, NY",CARD; 5.5X8.25;,,,1900-2691,,,1900-04-07,Broadway Central Hotel,,,,complete,2,55,1900-04-07,1900
20714,Unknown Menu,PARK AVENUE HOTEL,LUNCHEON,COMMERCIAL,"NEW YORK, [NY]","NEW YORK, NY",CARD; 5.0X7.25;,,LUNCHEON SERVED 12:30 TO 2:30; A LA CARTE MENU; HOTEL LOGO IN PINK;,1900-2703,,,1900-04-07,Park Avenue Hotel,,Dollars,$,complete,2,87,1900-04-07,1900
20715,Unknown Menu,PARK AVENUE HOTEL,LUNCHEON,COMMERCIAL,"NEW YORK, [NY]","NEW YORK, NY",CARD; 4.5X7.0;,,LUNCHEON SERVED 1:00 TO 2:30; TABLE D'HOTE MENU; HOTEL LOGO IN PURPLE;,1900-2704,,,1900-04-07,Park Avenue Hotel,,,,complete,2,48,1900-04-07,1900
20716,Unknown Menu,PARK AVENUE HOTEL,DINNER,COMMERCIAL,"NEW YORK, [NY]","NEW YORK, NY",CARD; 6.0X9.5;,,A LA CARTE MENU; SERVED FROM 5:30 TO 8:00 P.M.; HOTEL LOGO IN TURQUOISE;,1900-2706,,,1900-04-07,Park Avenue Hotel,,Dollars,$,complete,2,164,1900-04-07,1900
20717,Unknown Menu,PARK AVENUE HOTEL,BREAKFAST,COMMERCIAL,"NEW YORK, [NY]","NEW YORK, NY",CARD; 5.0X7.75;,,HALF PORTION BREAKFAST MENU; SERVED FROM 6 A.M. UNTIL 12:30 P.M.; HOTEL LOGO IN PINK; DATE HAND-WRITTEN ON FRONT OF MENU [FEB?]; ALSO 13 JAN 1900 HAND-WRITTEN [FEB?] ON REVERSE;,1900-2707,,,1900-04-07,Park Avenue Hotel,,Dollars,$,complete,2,84,1900-04-07,1900
20718,Unknown Menu,PARK AVENUE HOTEL,DINNER,COMMERCIAL,"NEW YORK, [NY]","NEW YORK, NY",CARD; 5.0X7.25;,,DINNER MENU TABLE D'HOTE; SERVED FROM 6 TO 8; HOTEL LOGO IN PINK;,1900-2708,,,1900-04-07,Park Avenue Hotel,,,,complete,2,47,1900-04-07,1900
20719,Unknown Menu,SHERMAN SQUARE HOTEL,MENU,COMMERCIAL,"NEW YORK, NY","NEW YORK, NY",CARD; ILLUS; COL; 4.75X6.75;,,TABLE D'HOTE MENU; HOTEL SEAL AT TOP OF MENU;,1900-2723,,,1900-04-08,Sherman Square Hotel,,,,complete,2,31,1900-04-08,1900
20789,Unknown Menu,WALDORF-ASTORIA,LUNCHEON,COMMERCIAL,NYC,"NEW YORK, NY",BROADSIDE;ILLUS;5X8.5;,,ALL ITEMS PRICED INDIVDUALY;,1907-1128,,,1907-12-31,Waldorf Astoria,,Dollars,$,complete,2,120,1907-12-31,1900
20833,Unknown Menu,MARIE ANTOINETTE HOTEL,LUNCHEON,COMMERCIAL,"NEW YORK, NY","NEW YORK, NY",CARD; ILLUS; COL; 4.5X7.5;,,PRICED MENU; HOTEL SEAL AT TOP;,1900-2281,,,1900-03-04,Marie Antoinette Hotel,,Dollars,$,complete,2,80,1900-03-04,1900
20834,Unknown Menu,MARIE ANTOINETTE HOTEL,DINNER,COMMERCIAL,"NEW YORK, NY","NEW YORK, NY",CARD; ILLUS; COL; 6.5X8.75;,,PRICED MENU; HOTEL SEAL AT TOP;,1900-2282,,,1900-03-04,Marie Antoinette Hotel,,Dollars,$,complete,2,120,1900-03-04,1900
20950,Unknown Menu,PARK AVENUE HOTEL,DINNER,COMMERCIAL,"NEW YORK, NY","NEW YORK, NY",BROADSIDE; ILLUS; 5X7.25;,,TABLE D'HOTE MENU; SEAL AT TOP;,1900-5033,,,1900-12-15,Park Avenue Hotel,,,,complete,2,45,1900-12-15,1900
20966,The Modern,The Modern,Dinner,RESTAURANT,"9 W 53rd St, New York, NY 10019","NEW YORK, NY","4"" by 14"" broadside",,Restaurant at MoMa run by Danny Meyer's Union Square Hospitality Group,2008-0000,,,2008-03-03,The Modern,,Dollars,$,complete,6,29,2008-03-03,2000
20979,Unknown Menu,ST. REGIS HOTEL,DINER/DINNER,COMMERCIAL,"NEW YORK, NY","NEW YORK, NY",CARD; 5X8;,,MENU IN FRENCH AND ENGLISH;,1905-505,,,1905-06-23,St. Regis Hotel,,Dollars,$,complete,2,149,1905-06-23,1900
20998,Unknown Menu,OLD GUARD BALL,BALL,SOCIAL,METROPOLITAN OPERA HOUSE,"NEW YORK, NY",CARD;4.5 X 7;,,WINE LIST ON BACK;,1888-006,,,1888-01-17,Old Guard Ball,,Dollars,$,complete,2,23,1888-01-17,1880
20999,Unknown Menu,WEST END ASSOCIATION,DINNER,POL;,HOTEL SAVOY; NEW YORK,"NEW YORK, NY",CARD; 4.5 X 6.5;,OTHER (MEETING?);,HOTEL CREST;,1900-058,,,1900-01-06,West End Association,,,,complete,2,16,1900-01-06,1900
21003,Unknown Menu,ALUMNI ASSOCIATION OF THE CUMBERLAND STREET & BROOKLYN HOMEOPATHIC HOSPITALS,ANNUAL MEETING,EDUC;,LINCOLN CLUB [NY],"NEW YORK, NY",FOLDER;ILLUS;COL;5X7.5;,AMNNUAL;,,1906-788,,,1906-11-02,Alumni Association Of The Cumberland Street & Brooklyn Homeopathic Hospitals,,,,complete,4,22,1906-11-02,1900
21009,Unknown Menu,HOTEL VENDOME,DEWEY DAY DINNER,COMMERCIAL,NEW YORK CITY,"NEW YORK, NY",FOLDER; ILLUS; COL; 5.5 X 7;,PATRIOTIC HOLIDAY;,AMERICAN FLAG IN COLOR ON COVER;,1899-402,,,1899-05-01,Hotel Vendome,,,,complete,4,43,1899-05-01,1890
