id,name,sponsor,event,venue,place,city_state,physical_description,occasion,notes,call_number,keywords,language,date,location,location_type,currency,currency_symbol,status,page_count,dish_count,date_orig,decade
12469,Unknown Menu,HOTEL NETHERLAND,SUPPER,COMMERCIAL,"NEW YORK, [NY];","NEW YORK, NY",CARD; ILLUS; COL; 6.0X8.75;,,HOTEL CREST IN BLUE; PRICED MENU;,1900-2838,,,1900-04-16,Hotel Netherland,,Dollars,$,complete,2,144,1900-04-16,1900
12473,Unknown Menu,HOTEL MARLBOROUGH,CAFE LUNCHEON,COMMERCIAL,"[NEW YORK, NY]","NEW YORK, NY",CARD; ILLUS; COL; 4.25X5.5;,,HOTEL CREST IN BLUE;,1900-2843,,,1900-04-17,Hotel Marlborough,,,,complete,2,19,1900-04-17,1900
12474,Unknown Menu,ALPHA OF ZETA PSI,ANNUAL BANQUET,COMMERCIAL,"DELMONICO'S, [NEW YORK, NY];","NEW YORK, NY",BOOKLET; ILLUS; COL; 5.5X7.0;,,"VELLUM COVER; CREST OF ZETA PSI; TIED WITH BLUE SATIN RIBBON; PRICED WINE LIST; ALPHA CHAPTER OFFICERS; BANQUET COMMITTEE; TOASTS; LYRICS TO ""ZETA PSI, WE PLEDGE TO-NIGHT"" , A POEM, ""THE BADGE OF ZETA PSI""; LYRICS OF ""NEATH THE ARCH OFZETA'S TEMPLE"", AND",1900-2844,,,1900-04-17,Alpha Of Zeta Psi,,Dollars,$,complete,12,38,1900-04-17,1900
12475,Unknown Menu,MANHATTAN HOTEL,DINNER,COMMERCIAL,"NEW YORK, NY","NEW YORK, NY",CARD; ILLUS; 6X9.5;,,A LA CARTE DU JOUR; HOTEL SEAL AT TOP OF MENU;,1900-2847,,,1900-04-18,Manhattan Hotel,,Dollars,$,complete,2,176,1900-04-18,1900
12483,Unknown Menu,MANHATTAN HOTEL,CARTE DU JOUR,COMMERCIAL,"NEW YORK, NY","NEW YORK, NY",CARD; ILLUS; 6X9.5;,,A LA CARTE MENU; HOTEL SEAL AT TOP OF MENU;,1900-2859,,,1900-04-18,Manhattan Hotel,,Dollars,$,complete,2,129,1900-04-18,1900
12489,Unknown Menu,COLBY ALUMNI ASSOCIATION OF NEW YORK,FIFTH ANNUAL REUNION,SOC;,ST. DENIS HOTEL (NEW YORK?),"NEW YORK, NY",FOLDER; ILLUS; 4 X 5.5;,ANNIVERSARY;,PHOOGRAPH OF ALUMNI CHEMICAL LABORATORY ON COVER; LOGO OF ALUMNI ASSOCIATION ON BACK COVER;,1900-2877,,,1900-04-20,Colby Alumni Association Of New York,,,,complete,4,21,1900-04-20,1900
12498,Unknown Menu,CAFE BOULEVARD,SUNDAY DINNER,COMMERCIAL,156 SECOND AVENUE (NY?),"NEW YORK, NY",CARD; COL; ILLUS; 5 X 7;,,PRIX FIXE DINNER; FOOD APPEARS TO BE HUNGARIAN;PALE BLUE; ORNAMENTAL BORDER;,1900-2903,,,1900-04-22,Cafe Boulevard,,Cents,c,complete,2,17,1900-04-22,1900
12503,Unknown Menu,POLICE DEPARTMENT OF THE CITY OF NEW YORK,SEVENTH ANNUAL DINNER,GOVT;,DELMONICO'S,"NEW YORK, NY",FOL; 4.75 x 7.25;,,"SEAL ON COVER; FRENCH; INCLUDES WINES SERVED WITH EACH COURSE; LIST OF NAMES OF SUPERINTENDENT, INSPECTORS AND PRECINCT CAPTAINS",1888-0010,,,1888-01-23,Police Department Of The City Of New York,,,,complete,3,30,1888-01-23,1880
12508,Unknown Menu,MARIE ANTOINETTE HOTEL,LUNCHEON,COMMERCIAL,66 ST. & BWAY. NY,"NEW YORK, NY",BROADSIDE; HOTEL EMBLEM; 4.5 X 7.5;,DAILY,,1900-1141,,,1900-02-19,Marie Antoinette Hotel,,Dollars,$,complete,2,82,1900-02-19,1900
12510,Unknown Menu,MARIE ANTOINETTE HOTEL,DINNER,COMMERCIAL,66 ST. & B'WAY. NY,"NEW YORK, NY",BROADSIDE; HOTEL EMBLEM; COL; 6.5 X 9;,DAILY,,1900-1173,,,1900-02-20,Marie Antoinette Hotel,,Dollars,$,complete,2,128,1900-02-20,1900
12511,Unknown Menu,THIRD PANEL SHERIFF'S JURY NEW YORK COUNTY,ANNUAL DINNER,POL;,"HOTEL SAVOY,NEW YORK,NY","NEW YORK, NY",BOOKLET;ILL;COL;4.25X6.25;,ANNIVERSARY;,WINES SERVED;INDIVIDUAL'S NAME ON FRONT COVER;FOUR STANZAS OF THE STAR SPANGLED BANNER WRITTEN OUT;NAMES;SEATING PLAN ATTACHED;,1900-1174,,,1900-02-20,Third Panel Sheriff's Jury New York County,,,,complete,12,35,1900-02-20,1900
12518,Unknown Menu,COLUMBIA RESTAURANT,DAILY MENU,COMMERCIAL,"48 EAST 14TH STREET,[NEW YORK,NY?]","NEW YORK, NY",FOLDER;ILLUS;7.25X11.5;,DAILY;,2 COPIES;WINE LIST;,1901-1527,,,1901-06-03,Columbia Restaurant,,Dollars,$,complete,4,475,1901-06-03,1900
12529,Unknown Menu,NEW YORK MEDICAL CLUB,DINNER,PROF;,"MANHATTAN HOTEL, NEW YORK, NY","NEW YORK, NY",FOLDER; ILLUS; COL; 3X4.5;,,LISTS WINES SERVED WITH INDIVIDUAL COURSES; DECORATIVE WREATH ON COVER;,1900-2144,,,1900-02-26,New York Medical Club,,,,complete,4,17,1900-02-26,1900
12559,Unknown Menu,ASSOCIATION OF EMPLOYING BOOKBINDERS,BANQUET,PROF;,"SAVOY HOTEL, NEW YORK, NY","NEW YORK, NY",BOOKLET; ILLUS; 5.5X7;,ANNIVERSARY;,FRENCH; PRICED WINE CARD AFFIXED TO INSIDE COVER; SEAL & MOTTO OF ASSOCIATION ON COVER; TOASTS & MUSICAL PROGRAM INCLUDED; LIST OF MEMBER BOOKBINDING FIRMS; SILK CORD ATTACHMENT;,1900-2156,,,1900-02-26,Association Of Employing Bookbinders,,Dollars,$,complete,8,30,1900-02-26,1900
12560,Unknown Menu,DELMONICOS,MENU,,"NEW YORK, NY","NEW YORK, NY",FOLDER; ILLUS; COL; 4.5X7;,,FRENCH; LIST OF WINES; ENGRAVED PORTRAIT OF A WOMAN ON COVER; (POSSIBLY A PRIVATE PARTY?);,1900-2157,,,1900-02-26,Delmonicos,,,,complete,4,34,1900-02-26,1900
12564,Unknown Menu,RECTOR'S,DAILY MENU,COMMERCIAL,"BROADWAY AND 44TH ST,NEW YORK,NY","NEW YORK, NY",FOLDER;ILL;COL;7X9.5;,DAILY;,SPECIAL DISHES ON SEPARATE CARD FASTENED WITH RIBBON IN PUNCHED HOLE;,1900-3265,,,1900-05-13,Rector's,,Dollars,$,complete,6,358,1900-05-13,1900
12568,Unknown Menu,JOHN WANAMAKER,[LUNCH],COMMERCIAL,"BROADWAY & 10TH STREET, NEW YORK, [NY]","NEW YORK, NY",BROADSHEET; ILLUS; COL; 4.75X7.75,,"ILLUS: SHIELD WITH FLEUR DE LYS, FLANKED BY LOBSTERS; SURMOUNTED BY PIGEON;",1900-3270,,,1900-05-14,John Wanamaker,,Dollars,$,complete,2,72,1900-05-14,1900
12705,Unknown Menu,MILLS HOTEL,DINNER,COMMERCIAL,BLEECKER ST. NY,"NEW YORK, NY",BROADSHEET; 3.75 X 6;,DAILY,DINNER SERVED FROM 11;30 TO 9 PM; BREAKFAST MENU ON BACK;,1900-2638,,,1900-04-01,Mills Hotel,,,,complete,2,67,1900-04-01,1900
12722,Unknown Menu,JOHN WANAMAKER,BREAKFAST,COMMERCIAL,"NEW YORK, [NY]","NEW YORK, NY",BROADSIDE; 4.75X8.25;,,DATE HAND-WRITTEN [FEB?];,1900-3271,,,1900-05-14,John Wanamaker,,,,complete,2,40,1900-05-14,1900
12724,Unknown Menu,JOHN WANAMAKER,DAILY MENU,COMMERCIAL,"BROADWAY & 10TH STREET, NEW YORK, [NY]","NEW YORK, NY",FOLDER; ILLUS; COL; 6.25X10.5;,,"ILLUS: SHIELD WITH FLEUR DE LYS, FLANKED BY LOBSTERS; SURMOUNTED BY PIGEON;",1900-3277,,,1900-05-14,John Wanamaker,,Dollars,$,complete,4,242,1900-05-14,1900
12747,Unknown Menu,HASKIN'S RESTAURANT,BREAKFAST,COMMERCIAL,"117 WEST 34TH STREET,NEW YORK,NY","NEW YORK, NY",CARD;5X7,DAILY;,,1900-1192,,,1900-02-21,Haskin's Restaurant,,,,complete,2,43,1900-02-21,1900
12754,Unknown Menu,EVERETT HOUSE,BREAKFAST,COMMERCIAL,"UNION SQUARE,NEW YORK,NY","NEW YORK, NY",FOLDER;ILL;COL;7X11L,DAILY;,EMBLEM AND DECORATION ON FRONT COVER;HANDWRITTEN DATE BY FB;WINE LIST ON BACK;,1900-2930,,,1900-04-23,Everett House,,Dollars,$,complete,4,516,1900-04-23,1900
12755,Unknown Menu,EVERETT HOUSE,BILL OF FARE,COMMERCIAL,"UNION SQUARE,NEW YORK,NY","NEW YORK, NY",FOLDER;ILL;COL;7X11L,DAILY;,EMBLEM AND DECORATION ON FRONT COVER;HANDWRITTEN DATE BY FB;WINE LIST ON BACK;,1900-2931,,,1900-04-23,Everett House,,Dollars,$,complete,4,579,1900-04-23,1900
12774,Unknown Menu,SAVOY HOTEL,MENU,COMMERCIAL,"NEW YORK, NY","NEW YORK, NY",BOOKLET; ILLUS; COL; 6.5X10;,,A LA CARTE PRICED MENU; HOTEL SEAL ON COVER;,1900-2418,,,1900-03-14,Savoy Hotel,,Dollars,$,complete,2,144,1900-03-14,1900
12781,Unknown Menu,BROADWAY CENTRAL HOTEL,DINNER MENU,COMMERCIAL,"NEW YORK, NY","NEW YORK, NY",FOLDER; ILLUS; COL; 5.5X9;,,ONE OF A LARGE NUMBER OF MENUS WE HAVE HAD IN PAST; INCLUDES BIRD'S-EYE MAP OF NEW YORK PLUS OBJECTS OF INTEREST IN AND ABOUT NEW YORK;,1900-1012,,,1900-02-12,Broadway Central Hotel,,Dollars,$,complete,4,63,1900-02-12,1900
12782,Unknown Menu,EMPIRE HOTEL,DINNER MENU,COMMERCIAL,"NEW YORK, NY","NEW YORK, NY",FOLDER; ILLUS; COL; 6.25X8.75;,,A LA CARTE DU JOUR DINNER MENU; INCLUDES EXTENSIVE PRICED WINE LIST; HOTEL MONOGRAM ON COVER;,1900-1014,,,1900-01-12,Empire Hotel,,Dollars,$,complete,4,300,1900-01-12,1900
12783,Unknown Menu,COLONIAL HOTEL,MENU,COMMERCIAL,"NEW YORK, NY","NEW YORK, NY",FOLDER; ILLUS; 6.25X10;,,"[DATE HANDWRITTEN]; MANY ADDITIONAL ITEMS TO MENU HANDWRITTEN; ""CREAM WITH TEA, COFFEE, ETC.,FIVE CENTS EXTRA;"" ILLUSTRATION OF HOTEL ON COVER;",1900-1015,,,1900-02-12,Colonial Hotel,,Dollars,$,complete,4,378,1900-02-12,1900
12784,Unknown Menu,MINOT HOTEL,CAFE & RESTAURANT MENU,COMMERCIAL,"NEW YORK, NY","NEW YORK, NY",FOLDER; ILLUS; 7X11;,,"PRICED MENU AND WINE LIST; ""RUSSIAN CAVIAR-25 CENTS;"" DECORATIVE FLEUR DE LIS ON COVER;",1900-1017,,,1900-02-12,Minot Hotel,,Dollars,$,complete,4,322,1900-02-12,1900
12789,Unknown Menu,CAFETERIA LUNCH,BILL OF FARE,COMMERCIAL,"57 BROAD ST., NEW YORK, NY","NEW YORK, NY",FOLDER; ILLUS; COL; 6X9.5;,,"WE HAVE HAD THIS RESTAURANT BEFORE; SPECIALS MIMEOGRAPHED IN LAVENDAR HANDWRITING; ""SPECIAL DISHES FOR DAY AFTER LINCOLN'S BIRTHDAY -- SHADES OF LINCOLN: I REALLY BELIEVE THE CIVIL WAR WOULD HAVE BEEN AVERTED BY CAFETERIAS IN 1861;"" DECORATIVE BORDER, MOO",1900-1029,,,1900-02-13,Cafeteria Lunch,,Dollars,$,complete,4,115,1900-02-13,1900
12793,Unknown Menu,MARIE ANTOINETTE HOTEL,LUNCHEON MENU,COMMERCIAL,"NEW YORK, NY","NEW YORK, NY",BROADSIDE; ILLUS; COL; 4.5X7.5;,,PRICED A LA CARTE MENU; HOTEL SEAL AT TOP OF MENU;,1900-1035,,,1900-02-13,Marie Antoinette Hotel,,Dollars,$,complete,2,82,1900-02-13,1900
12798,Unknown Menu,BAPTIST SOCIAL UNION,DINNER,RELIG;,"HOTEL MANHATTAN,NY","NEW YORK, NY",FOLDER;ILL;4X5.5;,,,1900-2662,,,1900-04-05,Baptist Social Union,,,,complete,4,19,1900-04-05,1900
12799,Unknown Menu,MILLS HOTEL RESTAURANT,DINNER,COMMERCIAL,"BLEECKER,THOMPSON,AND SULLIVAN STREETS,[NY]","NEW YORK, NY",BROADSHEET;3.75X6;,DAILY;,,1900-2663,,,1900-04-05,Mills Hotel Restaurant,,,,complete,2,21,1900-04-05,1900
12803,Unknown Menu,MILLS HOTEL RESTAURANT,BILL OF FARE/BREAKFAST/DINNER,COMMERCIAL,"BLEECKER, THOMPSON AND SULLIVAN STREETS, ENTRANCE ON BLEECKER STREET, [NEW YORK, NY];","NEW YORK, NY",BROADSHEET; 3.75X6.0;,,"REGULAR DINNER: 15 CENTS: SOUP, ONE MEAT DISH, TWO VEGETABLES, DESSERT, TEA, COFFEE OR MILK;",1900-2673,,,1900-04-06,Mills Hotel Restaurant,,Dollars,$,complete,2,46,1900-04-06,1900
12804,Unknown Menu,UNION LEAGUE CLUB,CARTE DU JOUR,SOC;,"[NEW YORK, NY]","NEW YORK, NY",CARD; 6.5X10.0;,,,1900-2685,,,1900-04-07,Union League Club,,Dollars,$,complete,2,171,1900-04-07,1900
12805,Unknown Menu,(UNION LEAGUE CLUB),TABLE D'HOTE DINNER,SOC;,"[NEW YORK, NY]","NEW YORK, NY",CARD; 5.5X7.0;,,"INITIALS ""ULC"" IN PALE BLUE;",1900-2686,,,1900-04-07,Union League Club,,,,complete,2,17,1900-04-07,1900
12806,Unknown Menu,SHERIDAN SQUARE HOTEL,[DINNER],COMMERCIAL,"NEW YORK, [NY];","NEW YORK, NY",BROADSIDE; 5.25X7.5;,,LOGO OF HOTEL IN RED;,1900-2687,,,1900-04-07,Sheridan Square Hotel,,,,complete,2,32,1900-04-07,1900
12807,Unknown Menu,MILLS HOTEL RESTAURANT,BILL OF FARE/DINNER,COMMERCIAL,"BLEECKER, THOMPSON AND SULLIVAN STREETS, ENTRANCE ON BLEECKER STREET, [NEW YORK, NY];","NEW YORK, NY",BROADSHEET; 3.75X6.0;,,"REGULAR DINNER: 15 CENTS: SOUP, ONE MEAT DISH, TWO VEGETABLES, DESSERT, TEA, COFFEE OR MILK;",1900-2688,,,1900-04-07,Mills Hotel Restaurant,,Dollars,$,complete,2,21,1900-04-07,1900
12808,Unknown Menu,BROADWAY CENTRAL HOTEL,DINNER,COMMERCIAL,"NOS. 667 TO 677 [BROADWAY], OPPOSITE BOND STREET, MIDWAY BETWEEN BATTERY AND CENTRAL PARK, NEW YORK, [NY];","NEW YORK, NY",FOLDER; ILLUS; COL; 5.5X9.0;,,"ILLUS, ENGRAVING OF HOTEL ON COVER; MENU ON BACK PAGE; INNER PAGES HAVE A BIRD'E EYE MAP OF NEW YORK SHOWING ALL STEAMER DOCKS, FERRIES, ELEVATED AND CABLE ROADS, AND ALL CROSS TOWN ROADS; OBJECTS OF INTEREST IN AND ABOUT NEW YORK LISTED;",1900-2690,,,1900-04-07,Broadway Central Hotel,,,,complete,4,65,1900-04-07,1900
12815,Unknown Menu,CENTRAL RESTAURANT,MENU,COMMERCIAL,"NEW YORK, NY","NEW YORK, NY",FOLDER; 6.75X10;,,"A LA CARTE MENU; [DATE HANDWRITTEN]; LOCATION 142 LIBERTY ST, SO IT IS MORE THAN LIKELY NEW YORK CITY; ALL SPECIAL ITEMS HANDWRITTEN; PRICED WINE LIST ON BACK;",1900-2975,,,1900-04-26,Central Restaurant,,Dollars,$,complete,4,191,1900-04-26,1900
12816,Unknown Menu,(MR. THOMAS HASTINGS),[FAREWELL DINNER GIVEN BY MR. THOMAS HASTINGS BEFORE HIS MARRIAGE TO MISS HELEN BENEDICT],OTHER (PRIVATE PARTY WITH INDIVIDUAL HOST);,"SHERRY'S, NEW YORK, NY","NEW YORK, NY",CARD; ILLUS; 4.5X7;,COMPLIMENTARY/TESTIMONIAL,"FRENCH; HOST'S MONOGRAM AT TOP OF MENU; BEAUTIFULLY HANDSCRIPTED; [SPONSOR, EVENT INFO SUPPLIED BY FEB, INCLUDING ""PRESENTED BY DR. BILLINGS WHO WAS PRESENT];",1900-2976,,,1900-04-26,Mr. Thomas Hastings,,,,complete,2,19,1900-04-26,1900
12817,Unknown Menu,CENTRAL RESTAURANT & ROOF GARDEN,BUSINESS MEN'S LUNCH,COMMERCIAL,"NEW YORK, NY","NEW YORK, NY",CARD; ILLUS; 4.5X5.75;,,TABLE D'HOTE LUNCH -- 35 CENTS; RESTAURANT MONOGRAM IN WREATH;,1900-2979,,,1900-04-26,Central Restaurant & Roof Garden,,,,complete,2,11,1900-04-26,1900
12818,Unknown Menu,CENTRAL RESTAURANT & ROOF GARDEN,TABLE D'HOTE DINNER,COMMERCIAL,"NEW YORK, NY","NEW YORK, NY",CARD; ILLUS; 4.5X5.75;,,TABLE D'HOTE DINNER -- 50 CENTS; PRICED WINE LIST ON BACK OF MENU;,1900-2981,,,1900-04-26,Central Restaurant & Roof Garden,,Dollars,$,complete,2,89,1900-04-26,1900
12819,Unknown Menu,CENTRAL RESTAURANT CO.,MENU,COMMERCIAL,"NEW YORK, NY","NEW YORK, NY",BOOKLET; ILLUS; 6X9.5;,,"PRICED MENU; INCLUDES ""DINNER READY TO SERVE"" MENU; PRICED WINE CARD ON BACK OF MENU;",1900-2982,,,1900-04-26,Central Restaurant Co.,,Dollars,$,complete,6,298,1900-04-26,1900
12824,Unknown Menu,HARLEM REPUBLICAN CLUB,11NTH ANNUAL BANQUET,POL;,"MANHATTAN HOTEL, NY","NEW YORK, NY",FOLDER; 5 X 6.5;,78TH BIRTHDAY OF U.S.GRANT,LIST OF WINES SERVED; PROGRAM INCLUDED & LIST OF COMMITTEE MEMBERS;,1900-3004,,,1900-04-27,Harlem Republican Club,,,,complete,4,28,1900-04-27,1900
12838,Unknown Menu,HOTEL MARLBOROUGH,DINNER,COMMERCIAL,"[BROADWAY AND 36TH ST,NEW YORK,NY]","NEW YORK, NY",CARD;ILL;COL;4.25X7;,DAILY;,COAT OF ARMS IN UPPER LEFT;,1900-2220,,,1900-03-01,Hotel Marlborough,,Dollars,$,complete,2,44,1900-03-01,1900
12842,Unknown Menu,HOTEL MARLBOROUGH,DAILY CARTE DU JOUR,COMMERCIAL,"[66TH STREET AND BROADWAY,NEW YORK,NY]","NEW YORK, NY",CARD;ILL;COL;7X13;,,"HANDWRITTEN DATE,CARTE DU JOUR;",1900-2230,,,1900-03-02,Hotel Marlborough,,Dollars,$,complete,2,377,1900-03-02,1900
12855,Unknown Menu,BROADWAY CENTRAL HOTEL,LUNCHEON,COMMERCIAL,"BROADWAY, NY","NEW YORK, NY",CARD; 5.5 X 8.25;,,LOGO;,1900-2439,,,1900-03-14,Broadway Central Hotel,,,,complete,2,53,1900-03-14,1900
12856,Unknown Menu,BROADWAY CENTRAL HOTEL,DINNER,COMMERCIAL,"BROADWAY, NY","NEW YORK, NY",FOLDER; ILLUS; 5.5 X 8.75;,,DRAWING OF HOTEL ON COVER; MAP OF NEW YORK CITY AND TOURIST INFORMATION;,1900-2440,,,1900-03-14,Broadway Central Hotel,,,,complete,4,63,1900-03-14,1900
12867,Unknown Menu,HOTEL SAVOY,LUNCHEON TABLE D'HOTE,COMMERCIAL,"FIFTH AVENUE & FIFTY-NINTH STREET, NEW YORK, [NY]","NEW YORK, NY",CARD; 6.25X9.25,,PRINTED IN GREEN; HOTEL LOGO IN GREEN;,1900-2694,,,1900-04-07,Hotel Savoy,,,,complete,2,54,1900-04-07,1900
12868,Unknown Menu,HOTEL SAVOY,LUNCHEON A LA CARTE,COMMERCIAL,"FIFTH AVENUE & FIFTY-NINTH STREET, NEW YORK, [NY]","NEW YORK, NY",CARD; 6.25X9.25,,PRINTED IN GREEN; HOTEL LOGO IN GREEN;,1900-2695,,,1900-04-07,Hotel Savoy,,Dollars,$,complete,2,122,1900-04-07,1900
12869,Unknown Menu,HOTEL SAVOY,DINNER TABLE D'HOTE,COMMERCIAL,"FIFTH AVENUE & FIFTY-NINTH STREET, NEW YORK, [NY]","NEW YORK, NY",CARD; 6.25X9.25,,PRINTED IN GREEN; HOTEL LOGO IN GREEN;,1900-2696,,,1900-04-07,Hotel Savoy,,Dollars,$,complete,2,58,1900-04-07,1900
12870,Unknown Menu,HOTEL SAVOY,CAFE DINNER TABLE D'HOTE,COMMERCIAL,"FIFTH AVENUE & FIFTY-NINTH STREET, NEW YORK, [NY]","NEW YORK, NY",CARD; 5.5X7.25;,,PRINTED IN GREEN; HOTEL LOGO IN GREEN;,1900-2697,,,1900-04-07,Hotel Savoy,,Dollars,$,complete,2,34,1900-04-07,1900
12871,Unknown Menu,NEW YORK ATHLETIC CLUB,CARTE DU JOUR,SOC;,"[NEW YORK, NY]","NEW YORK, NY",CARD; 6.75X11.0;,,"CLUB LOGO ""THE WINGED FOOT"" IN RED;",1900-2698,,,1900-04-07,New York Athletic Club,,Dollars,$,complete,2,170,1900-04-07,1900
12874,Unknown Menu,COLONIAL CLUB OF NEW YORK,CARTE DU JOUR,SOC;,"NEW YORK, [NY]","NEW YORK, NY",CARD; 6.25X9.5;,,,1900-2702,,,1900-04-07,Colonial Club Of New York,,Dollars,$,complete,2,118,1900-04-07,1900
12875,Unknown Menu,PARK AVENUE HOTEL,TABLE D'HOTE DINNER,COMMERCIAL,"NEW YORK, [NY]","NEW YORK, NY",CARD; 4.25X7.0;,,FROM 12:00 TO 2:30 AND FROM 5:30 TO 8:00 PM; HOTEL LOGO IN PINK;,1900-2705,,,1900-04-07,Park Avenue Hotel,,Dollars,$,complete,2,17,1900-04-07,1900
12879,Unknown Menu,HAMBLEN'S RESTAURANT & LUNCH ROOMS,MENU,COMMERCIAL,"NEW YORK, NY","NEW YORK, NY",FOLDER; ILLUS; 6X9.5;,,PRICED MENU; DECORATIVE BORDER; [DATE SUPPLIED BY FEB]; SPECIAL ITEMS WRITTEN IN LAVENDAR INK & THEN PRINTED; SUPPLIER'S ADS ON BACK PAGE;,1900-2720,,,1900-04-07,Hamblen's Restaurant & Lunch Rooms,,Dollars,$,complete,4,199,1900-04-07,1900
12880,Unknown Menu,(MANHATTAN CLUB),MENU,[SOC?];,"[NEW YORK, NY?]","NEW YORK, NY",FOLDER; 6X9.5;,,"MONOGRAM ""MC"" ON COVER; INSIDE MENU ""MANHATTANCLUB"" IS HANDWRITTEN; PRICED MENU;",1900-2733,,,1900-04-08,Manhattan Club,,Dollars,$,complete,4,278,1900-04-08,1900
12884,Unknown Menu,HASKIN'S RESTAURANT,DINNER,COMMERCIAL,"117 WEST 34TH STREET,[NEW YORK,NY]","NEW YORK, NY",CARD;5X7.25;,DAILY;,25CENT DINNER MENU;HANDWRITTEN DATE BY MS BUTTOLPH INCORRECTLY WRITTEN AS 2/21;,1900-1196,,,1900-02-21,Haskin's Restaurant,,,,complete,2,15,1900-02-21,1900
12885,Unknown Menu,HASKIN'S RESTAURANT,DAILY,COMMERCIAL,"117 WEST 34TH STREET,NEW YORK,NY","NEW YORK, NY",CARD;COL;5.5X9.5;,DAILY;,NO SMOKING;A LA CARTE MENU;,1900-1198,,,1900-02-21,Haskin's Restaurant,,Dollars,$,complete,2,87,1900-02-21,1900
12886,Unknown Menu,HOTEL MARIE ANTOINETTE,LUNCHEON,COMMERCIAL,"66TH STREET AND BROADWAY,NEW YORK,NY","NEW YORK, NY",CARD;ILL;COL;4.5X7.5;,DAILY;,COAT OF ARMS IN UPPER LEFT;,1900-1199,,,1900-02-21,Hotel Marie Antoinette,,Dollars,$,complete,2,83,1900-02-21,1900
12887,Unknown Menu,HOTEL MARIE ANTOINETTE,DINNER,COMMERCIAL,"66TH STREET AND BROADWAY,NEW YORK,NY","NEW YORK, NY",CARD;ILL;COL;6.5X9;,DAILY;,COAT OF ARMS IN UPPER LEFT;2 COPIES,1900-2000,,,1900-02-21,Hotel Marie Antoinette,,Dollars,$,complete,2,124,1900-02-21,1900
12895,Unknown Menu,HOTEL MARIE ANTOINETTE,DINNER,COMMERCIAL,66TH STREET AND BR6ADWAY,"NEW YORK, NY",CARD; 6.5 X 9.75;,,PRICED MENU;; CREST;,1900-2013,,,1900-02-18,Hotel Marie Antoinette,,Dollars,$,complete,2,123,1900-02-18,1900
12896,Unknown Menu,HOTEL MARIE ANTOINETTE,LUNCHEON,COMMERCIAL,66TH STREET AND BR6ADWAY,"NEW YORK, NY",CARD; 6.5 X 9.75;,,PRICED MENU; CREST;,1900-2015,,,1900-02-18,Hotel Marie Antoinette,,Dollars,$,complete,2,82,1900-02-18,1900
12898,Unknown Menu,PUTNAM HOUSE,LUNCHEON,COMMERCIAL,NEW YORK CITY,"NEW YORK, NY",CARD; 4.5 X 7.25;,,PRICED MENU; TABLE D'HOTE DINNER; NOTE ABOUT PURITY OF WATER;,1900-2019,,,1900-02-18,Putnam House,,Dollars,$,complete,2,29,1900-02-18,1900
12901,Unknown Menu,SAN REMO HOTEL,LUNCHEON MENU,COMMERCIAL,"NEW YORK, NY","NEW YORK, NY",BROADSIDE; ILLUS; COL; 4X6.75;,,TABLE D'HOTE MENU; HOTEL SEAL AT TOP OF MENU,1900-1036,,,1900-02-13,San Remo Hotel,,,,complete,2,19,1900-02-13,1900
12902,Unknown Menu,SHANLEY BROS. OYSTER HOUSES & GRILL ROOM,BREAKFAST,COMMERCIAL,"383 6TH AVE.,1212 BWAY.,& 1476 BWAY. NY","NEW YORK, NY",FOLDER; 6.25 X 9.25;,DAILY,COMPLETE WINE LIST ON BACK;,1900-1038,,,1900-02-13,Shanley Bros. Oyster Houses & Grill Room,,Dollars,$,complete,4,307,1900-02-13,1900
12903,Unknown Menu,EMPIRE HOTEL,BREAKFAST,COMMERCIAL,BWAY & 63RD ST. NY,"NEW YORK, NY",BROADSIDE; HOTEL SEAL; COL; 6.75 X 9.5;,DAILY,,1900-1040,,,1900-02-13,Empire Hotel,,Dollars,$,complete,2,172,1900-02-13,1900
12904,Unknown Menu,EMPIRE HOTEL,LUNCHEON,COMMERCIAL,BWAY & 63RD ST. NY,"NEW YORK, NY",BROADSHEET; HOTEL SEAL; COL; 5.5 X 7.75;,DAILY,WINE LIST ON BACK PAGE;,1900-1041,,,1900-02-13,Empire Hotel,,Dollars,$,complete,2,184,1900-02-13,1900
12906,Unknown Menu,YOUNG'S HERALD SQUARE LUNCH ROOM,LUNCH & DINNER,COMMERCIAL,600 SIXTH AVE. NY,"NEW YORK, NY",FOLDER; 6.5 X 9.5;,DAILY,AD FOR MUSIC HALL ON COVER; BREAKFAST MENU ON BACK ;,1900-1043,,,1900-02-13,Young's Herald Square Lunch Room,,Dollars,$,complete,4,242,1900-02-13,1900
12907,Unknown Menu,MONTEREY HOTEL,A LA CARTE MENU,COMMERCIAL,38TH ST. & 6TH AVE. NY,"NEW YORK, NY",FOLDER; 7 X 10;,DAILY,SOME ITEMS HANDWRITTEN;,1900-1044,,,1900-02-13,Monterey Hotel,,Dollars,$,complete,4,224,1900-02-13,1900
12917,Unknown Menu,CAFETERIA - LUNCH,ST. VALENTINES DAY DINNER,COMMERCIAL,57 BROAD ST. NY,"NEW YORK, NY",FOLDER; ILLUS; 6 X 9.5;,SECULAR HOLIDAY. HOLIDAY,ALL SPECIAL ITEMS HANDWRITTEN;,1900-1064,,,1900-02-14,Cafeteria   Lunch,,Dollars,$,complete,4,114,1900-02-14,1900
